respondent_id,xyz_vaccine,seasonal_vaccine
32407,0.04,0.2
32408,0.1,0.7
32409,0.14,0.6
32410,0.2,0.7
32411,0.38,0.32
32412,0.03,0.1
32413,0.1,0.39
32414,0.16,0.82
32415,0.01,0.29
32416,0.6,0.88
32417,0.09,0.7
32418,0.06,0.23
32419,0.12,0.34
32420,0.42,0.41
32421,0.1,0.36
32422,0.03,0.15
32423,0.01,0.63
32424,0.31,0.4
32425,0.53,0.63
32426,0.06,0.17
32427,0.27,0.3
32428,0.12,0.41
32429,0.27,0.82
32430,0.21,0.27
32431,0.84,0.97
32432,0.22,0.34
32433,0.27,0.31
32434,0.17,0.64
32435,0.2,0.92
32436,0.1,0.42
32437,0.04,0.1
32438,0.07,0.17
32439,0.42,0.76
32440,0.16,0.51
32441,0.37,0.63
32442,0.02,0.61
32443,0.1,0.69
32444,0.66,0.8
32445,0.07,0.12
32446,0.44,0.8
32447,0.02,0.16
32448,0.11,0.45
32449,0.05,0.07
32450,0.62,0.72
32451,0.09,0.38
32452,0.04,0.26
32453,0.45,0.25
32454,0.3,0.61
32455,0.24,0.22
32456,0.08,0.12
32457,0.13,0.47
32458,0.17,0.32
32459,0.05,0.36
32460,0.08,0.91
32461,0.01,0.12
32462,0.15,0.81
32463,0.48,0.83
32464,0.25,0.63
32465,0.13,0.84
32466,0.05,0.24
32467,0.04,0.14
32468,0.02,0.11
32469,0.2,0.77
32470,0.06,0.5
32471,0.08,0.29
32472,0.08,0.41
32473,0.08,0.21
32474,0.06,0.14
32475,0.23,0.95
32476,0.04,0.25
32477,0.03,0.12
32478,0.21,0.67
32479,0.06,0.33
32480,0.15,0.22
32481,0.14,0.36
32482,0.1,0.81
32483,0.26,0.73
32484,0.35,0.76
32485,0.07,0.15
32486,0.06,0.17
32487,0.39,0.46
32488,0.19,0.51
32489,0.3,0.64
32490,0.17,0.84
32491,0.61,0.87
32492,0.28,0.57
32493,0.07,0.1
32494,0.21,0.79
32495,0.35,0.61
32496,0.12,0.25
32497,0.24,0.3
32498,0.5,0.71
32499,0.03,0.17
32500,0.06,0.08
32501,0.7,0.92
32502,0.56,0.72
32503,0.03,0.33
32504,0.44,0.63
32505,0.01,0.76
32506,0.5,0.73
32507,0.06,0.12
32508,0.38,0.58
32509,0.07,0.59
32510,0.43,0.93
32511,0.33,0.36
32512,0.05,0.38
32513,0.43,0.59
32514,0.18,0.29
32515,0.32,0.23
32516,0.23,0.74
32517,0.1,0.17
32518,0.38,0.59
32519,0.37,0.74
32520,0.1,0.21
32521,0.02,0.13
32522,0.06,0.27
32523,0.06,0.69
32524,0.32,0.51
32525,0.43,0.79
32526,0.08,0.25
32527,0.42,0.64
32528,0.36,0.73
32529,0.07,0.72
32530,0.5,0.75
32531,0.02,0.11
32532,0.12,0.21
32533,0.71,0.89
32534,0.61,0.67
32535,0.11,0.13
32536,0.16,0.19
32537,0.68,0.83
32538,0.11,0.27
32539,0.06,0.08
32540,0.08,0.35
32541,0.13,0.39
32542,0.19,0.51
32543,0.12,0.61
32544,0.09,0.29
32545,0.3,0.95
32546,0.26,0.24
32547,0.16,0.76
32548,0.01,0.28
32549,0.15,0.1
32550,0.19,0.85
32551,0.11,0.13
32552,0.48,0.85
32553,0.11,0.38
32554,0.43,0.9
32555,0.1,0.6
32556,0.43,0.57
32557,0.07,0.18
32558,0.22,0.39
32559,0.14,0.34
32560,0.53,0.72
32561,0.13,0.18
32562,0.15,0.11
32563,0.6,0.7
32564,0.44,0.84
32565,0.06,0.35
32566,0.09,0.69
32567,0.2,0.63
32568,0.18,0.45
32569,0.22,0.83
32570,0.04,0.31
32571,0.45,0.65
32572,0.05,0.87
32573,0.02,0.02
32574,0.12,0.85
32575,0.14,0.25
32576,0.2,0.78
32577,0.01,0.12
32578,0.16,0.72
32579,0.68,0.85
32580,0.39,0.64
32581,0.16,0.78
32582,0.06,0.96
32583,0.11,0.57
32584,0.58,0.82
32585,0.13,0.3
32586,0.17,0.59
32587,0.23,0.81
32588,0.11,0.25
32589,0.36,0.43
32590,0.23,0.17
32591,0.07,0.95
32592,0.36,0.65
32593,0.17,0.62
32594,0.16,0.52
32595,0.14,0.45
32596,0.2,0.28
32597,0.09,0.93
32598,0.15,0.39
32599,0.02,0.09
32600,0.33,0.44
32601,0.18,0.62
32602,0.71,0.94
32603,0.02,0.11
32604,0.09,0.16
32605,0.11,0.18
32606,0.07,0.62
32607,0.15,0.41
32608,0.06,0.28
32609,0.37,0.87
32610,0.69,0.86
32611,0.49,0.68
32612,0.05,0.57
32613,0.09,0.14
32614,0.15,0.24
32615,0.18,0.97
32616,0.07,0.83
32617,0.12,0.86
32618,0.41,0.4
32619,0.06,0.2
32620,0.45,0.85
32621,0.21,0.56
32622,0.13,0.19
32623,0.14,0.29
32624,0.26,0.54
32625,0.16,0.49
32626,0.14,0.63
32627,0.09,0.08
32628,0.76,0.87
32629,0.13,0.16
32630,0.17,0.65
32631,0.16,0.85
32632,0.06,0.11
32633,0.56,0.77
32634,0.07,0.31
32635,0.22,0.46
32636,0.14,0.21
32637,0.12,0.13
32638,0.45,0.72
32639,0.09,0.27
32640,0.16,0.89
32641,0.12,0.79
32642,0.18,0.54
32643,0.2,0.8
32644,0.58,0.71
32645,0.17,0.22
32646,0.15,0.79
32647,0.4,0.62
32648,0.3,0.48
32649,0.15,0.86
32650,0.2,0.44
32651,0.31,0.43
32652,0.58,0.63
32653,0.21,0.75
32654,0.08,0.63
32655,0.03,0.59
32656,0.41,0.59
32657,0.23,0.23
32658,0.03,0.37
32659,0.19,0.35
32660,0.06,0.14
32661,0.17,0.77
32662,0.11,0.2
32663,0.18,0.91
32664,0.09,0.08
32665,0.22,0.85
32666,0.18,0.46
32667,0.49,0.76
32668,0.01,0.04
32669,0.04,0.72
32670,0.36,0.33
32671,0.02,0.16
32672,0.24,0.4
32673,0.11,0.36
32674,0.01,0.2
32675,0.02,0.13
32676,0.25,0.66
32677,0.07,0.84
32678,0.1,0.28
32679,0.04,0.11
32680,0.12,0.18
32681,0.07,0.45
32682,0.18,0.85
32683,0.26,0.4
32684,0.14,0.12
32685,0.07,0.33
32686,0.03,0.19
32687,0.18,0.47
32688,0.0,0.12
32689,0.85,0.87
32690,0.17,0.61
32691,0.1,0.37
32692,0.01,0.29
32693,0.13,0.27
32694,0.11,0.33
32695,0.41,0.85
32696,0.32,0.63
32697,0.08,0.26
32698,0.12,0.69
32699,0.32,0.4
32700,0.11,0.29
32701,0.0,0.02
32702,0.18,0.33
32703,0.05,0.07
32704,0.24,0.45
32705,0.15,0.21
32706,0.05,0.4
32707,0.15,0.43
32708,0.08,0.24
32709,0.15,0.43
32710,0.12,0.24
32711,0.13,0.86
32712,0.19,0.6
32713,0.07,0.14
32714,0.08,0.67
32715,0.16,0.51
32716,0.04,0.18
32717,0.08,0.59
32718,0.09,0.11
32719,0.03,0.03
32720,0.07,0.92
32721,0.14,0.72
32722,0.12,0.36
32723,0.04,0.04
32724,0.4,0.3
32725,0.32,0.57
32726,0.18,0.64
32727,0.33,0.65
32728,0.02,0.19
32729,0.11,0.22
32730,0.02,0.06
32731,0.64,1.0
32732,0.19,0.73
32733,0.21,0.42
32734,0.05,0.08
32735,0.03,0.15
32736,0.06,0.18
32737,0.13,0.2
32738,0.38,0.74
32739,0.02,0.05
32740,0.09,0.85
32741,0.07,0.2
32742,0.1,0.82
32743,0.02,0.09
32744,0.22,0.62
32745,0.34,0.61
32746,0.25,0.39
32747,0.09,0.32
32748,0.2,0.68
32749,0.06,0.26
32750,0.5,0.75
32751,0.07,0.97
32752,0.15,0.27
32753,0.21,0.22
32754,0.05,0.11
32755,0.63,0.95
32756,0.23,0.4
32757,0.06,0.07
32758,0.79,0.94
32759,0.25,0.55
32760,0.16,0.17
32761,0.09,0.77
32762,0.02,0.06
32763,0.04,0.1
32764,0.02,0.05
32765,0.16,0.19
32766,0.01,0.03
32767,0.09,0.21
32768,0.03,0.22
32769,0.06,0.11
32770,0.56,0.86
32771,0.06,0.02
32772,0.22,0.62
32773,0.05,0.33
32774,0.06,0.15
32775,0.09,0.56
32776,0.07,0.91
32777,0.6,0.73
32778,0.01,0.07
32779,0.43,0.58
32780,0.13,0.13
32781,0.32,0.42
32782,0.15,0.92
32783,0.11,0.31
32784,0.42,0.47
32785,0.11,0.35
32786,0.51,0.71
32787,0.16,0.61
32788,0.19,0.72
32789,0.45,0.65
32790,0.55,0.74
32791,0.28,0.72
32792,0.39,0.59
32793,0.12,0.19
32794,0.13,0.47
32795,0.06,0.13
32796,0.51,0.64
32797,0.09,0.25
32798,0.06,0.26
32799,0.33,0.87
32800,0.06,0.28
32801,0.44,0.59
32802,0.35,0.45
32803,0.04,0.17
32804,0.29,0.82
32805,0.11,0.26
32806,0.11,0.24
32807,0.14,0.5
32808,0.05,0.34
32809,0.21,0.23
32810,0.27,0.6
32811,0.11,0.13
32812,0.15,0.47
32813,0.02,0.22
32814,0.05,0.09
32815,0.47,0.78
32816,0.25,0.66
32817,0.14,0.88
32818,0.5,0.88
32819,0.12,0.29
32820,0.46,0.57
32821,0.32,0.35
32822,0.08,0.73
32823,0.19,0.38
32824,0.07,0.33
32825,0.27,0.51
32826,0.53,0.88
32827,0.04,0.69
32828,0.06,0.68
32829,0.59,0.91
32830,0.08,0.19
32831,0.04,0.02
32832,0.09,0.31
32833,0.04,0.15
32834,0.33,0.66
32835,0.16,0.74
32836,0.55,0.48
32837,0.39,0.72
32838,0.15,0.84
32839,0.1,0.48
32840,0.07,0.18
32841,0.39,0.46
32842,0.08,0.11
32843,0.72,0.95
32844,0.05,0.24
32845,0.04,0.13
32846,0.11,0.32
32847,0.12,0.4
32848,0.15,0.34
32849,0.06,0.1
32850,0.11,0.27
32851,0.41,0.2
32852,0.52,0.77
32853,0.07,0.17
32854,0.36,0.75
32855,0.1,0.43
32856,0.16,0.81
32857,0.11,0.54
32858,0.16,0.2
32859,0.07,0.38
32860,0.46,0.9
32861,0.04,0.51
32862,0.31,0.35
32863,0.08,0.07
32864,0.13,0.18
32865,0.07,0.36
32866,0.08,0.15
32867,0.22,0.38
32868,0.23,0.41
32869,0.06,0.05
32870,0.18,0.56
32871,0.11,0.23
32872,0.18,0.53
32873,0.48,0.6
32874,0.07,0.27
32875,0.05,0.1
32876,0.83,0.83
32877,0.02,0.15
32878,0.04,0.29
32879,0.04,0.08
32880,0.28,0.74
32881,0.29,0.62
32882,0.16,0.32
32883,0.13,0.59
32884,0.0,0.19
32885,0.65,0.6
32886,0.1,0.11
32887,0.1,0.92
32888,0.14,0.31
32889,0.39,0.47
32890,0.09,0.32
32891,0.59,0.57
32892,0.24,0.53
32893,0.15,0.4
32894,0.32,0.5
32895,0.15,0.76
32896,0.1,0.16
32897,0.14,0.3
32898,0.43,0.58
32899,0.36,0.6
32900,0.32,0.8
32901,0.12,0.95
32902,0.1,0.34
32903,0.31,0.62
32904,0.04,0.05
32905,0.03,0.13
32906,0.41,0.49
32907,0.59,0.68
32908,0.43,0.62
32909,0.21,0.69
32910,0.02,0.53
32911,0.2,0.36
32912,0.04,0.22
32913,0.55,0.92
32914,0.21,0.73
32915,0.15,0.33
32916,0.16,0.5
32917,0.16,0.62
32918,0.17,0.82
32919,0.65,0.48
32920,0.17,0.37
32921,0.46,0.28
32922,0.06,0.12
32923,0.17,0.96
32924,0.52,0.9
32925,0.12,0.31
32926,0.05,0.18
32927,0.03,0.09
32928,0.12,0.27
32929,0.26,0.55
32930,0.11,0.59
32931,0.11,0.22
32932,0.15,0.21
32933,0.04,0.12
32934,0.25,0.4
32935,0.26,0.47
32936,0.29,0.35
32937,0.56,0.87
32938,0.08,0.1
32939,0.0,0.07
32940,0.4,0.51
32941,0.07,0.29
32942,0.2,0.36
32943,0.11,0.32
32944,0.37,0.69
32945,0.18,0.31
32946,0.05,0.31
32947,0.03,0.07
32948,0.39,0.43
32949,0.12,0.1
32950,0.16,0.78
32951,0.36,0.39
32952,0.66,0.73
32953,0.12,0.64
32954,0.18,0.4
32955,0.32,0.73
32956,0.67,0.72
32957,0.02,0.21
32958,0.24,0.59
32959,0.09,0.14
32960,0.05,0.76
32961,0.31,0.47
32962,0.07,0.05
32963,0.14,0.62
32964,0.06,0.35
32965,0.16,0.26
32966,0.17,0.9
32967,0.06,0.59
32968,0.06,0.41
32969,0.03,0.22
32970,0.06,0.56
32971,0.03,0.09
32972,0.23,0.29
32973,0.53,0.86
32974,0.13,0.17
32975,0.27,0.61
32976,0.1,0.25
32977,0.12,0.28
32978,0.05,0.71
32979,0.06,0.9
32980,0.08,0.24
32981,0.05,0.1
32982,0.24,0.67
32983,0.78,0.83
32984,0.45,0.89
32985,0.13,0.58
32986,0.25,0.73
32987,0.39,0.74
32988,0.07,0.22
32989,0.1,0.17
32990,0.65,0.86
32991,0.03,0.05
32992,0.39,0.59
32993,0.11,0.13
32994,0.03,0.53
32995,0.24,0.64
32996,0.5,0.73
32997,0.18,0.36
32998,0.06,0.16
32999,0.11,0.4
33000,0.02,0.11
33001,0.09,0.5
33002,0.28,0.6
33003,0.01,0.78
33004,0.07,0.47
33005,0.25,0.19
33006,0.52,0.72
33007,0.08,0.14
33008,0.03,0.13
33009,0.35,0.35
33010,0.24,0.47
33011,0.13,0.7
33012,0.08,0.23
33013,0.36,0.82
33014,0.14,0.91
33015,0.09,0.28
33016,0.03,0.39
33017,0.54,0.7
33018,0.49,0.87
33019,0.8,0.95
33020,0.26,0.24
33021,0.04,0.07
33022,0.43,0.7
33023,0.04,0.13
33024,0.26,0.63
33025,0.23,0.82
33026,0.7,0.87
33027,0.17,0.92
33028,0.27,0.47
33029,0.37,0.66
33030,0.06,0.29
33031,0.09,0.64
33032,0.21,0.84
33033,0.1,0.5
33034,0.04,0.18
33035,0.04,0.08
33036,0.14,0.84
33037,0.52,0.69
33038,0.21,0.49
33039,0.14,0.25
33040,0.32,0.93
33041,0.01,0.16
33042,0.05,0.11
33043,0.06,0.06
33044,0.11,0.11
33045,0.03,0.02
33046,0.17,0.29
33047,0.09,0.45
33048,0.66,0.86
33049,0.06,0.16
33050,0.27,0.76
33051,0.05,0.07
33052,0.75,0.9
33053,0.16,0.6
33054,0.02,0.29
33055,0.07,0.6
33056,0.41,0.68
33057,0.03,0.08
33058,0.12,0.38
33059,0.14,0.19
33060,0.41,0.79
33061,0.05,0.06
33062,0.29,0.52
33063,0.02,0.08
33064,0.21,0.16
33065,0.41,0.66
33066,0.17,0.15
33067,0.03,0.26
33068,0.06,0.11
33069,0.02,0.21
33070,0.06,0.39
33071,0.52,0.92
33072,0.24,0.95
33073,0.12,0.6
33074,0.09,0.58
33075,0.1,0.25
33076,0.09,0.43
33077,0.44,0.96
33078,0.24,0.82
33079,0.02,0.07
33080,0.13,0.31
33081,0.03,0.26
33082,0.2,0.69
33083,0.72,0.9
33084,0.46,0.52
33085,0.34,0.6
33086,0.12,0.76
33087,0.04,0.09
33088,0.17,0.31
33089,0.09,0.79
33090,0.04,0.1
33091,0.24,0.71
33092,0.02,0.07
33093,0.24,0.28
33094,0.44,0.88
33095,0.47,0.72
33096,0.18,0.34
33097,0.2,0.4
33098,0.51,0.6
33099,0.09,0.22
33100,0.13,0.15
33101,0.08,0.17
33102,0.44,0.88
33103,0.18,0.52
33104,0.11,0.6
33105,0.18,0.2
33106,0.14,0.63
33107,0.06,0.37
33108,0.05,0.09
33109,0.18,0.69
33110,0.03,0.06
33111,0.04,0.08
33112,0.06,0.7
33113,0.17,0.93
33114,0.43,0.65
33115,0.47,0.59
33116,0.05,0.12
33117,0.18,0.75
33118,0.07,0.26
33119,0.41,0.57
33120,0.21,0.11
33121,0.35,0.85
33122,0.16,0.85
33123,0.08,0.27
33124,0.01,0.13
33125,0.48,0.87
33126,0.14,0.27
33127,0.35,0.54
33128,0.06,0.31
33129,0.35,0.61
33130,0.03,0.17
33131,0.19,0.7
33132,0.42,0.63
33133,0.28,0.7
33134,0.11,0.14
33135,0.25,0.5
33136,0.71,0.74
33137,0.05,0.15
33138,0.61,0.72
33139,0.16,0.57
33140,0.04,0.07
33141,0.28,0.39
33142,0.08,0.21
33143,0.16,0.3
33144,0.32,0.49
33145,0.06,0.93
33146,0.13,0.28
33147,0.03,0.02
33148,0.44,0.75
33149,0.33,0.42
33150,0.16,0.64
33151,0.1,0.2
33152,0.34,0.86
33153,0.31,0.32
33154,0.04,0.98
33155,0.17,0.26
33156,0.23,0.13
33157,0.12,0.9
33158,0.07,0.14
33159,0.14,0.26
33160,0.36,0.54
33161,0.04,0.1
33162,0.04,0.09
33163,0.03,0.05
33164,0.07,0.52
33165,0.14,0.77
33166,0.04,0.62
33167,0.1,0.11
33168,0.13,0.31
33169,0.07,0.63
33170,0.23,0.92
33171,0.52,0.71
33172,0.45,0.42
33173,0.12,0.8
33174,0.05,0.04
33175,0.05,0.25
33176,0.06,0.53
33177,0.2,0.84
33178,0.25,0.34
33179,0.16,0.09
33180,0.0,0.1
33181,0.33,0.55
33182,0.01,0.12
33183,0.11,0.47
33184,0.08,0.63
33185,0.1,0.41
33186,0.02,0.83
33187,0.3,0.5
33188,0.11,0.88
33189,0.15,0.13
33190,0.06,0.16
33191,0.02,0.13
33192,0.01,0.12
33193,0.23,0.65
33194,0.07,0.92
33195,0.12,0.71
33196,0.05,0.17
33197,0.15,0.68
33198,0.46,0.6
33199,0.29,0.2
33200,0.14,0.58
33201,0.65,0.71
33202,0.08,0.17
33203,0.34,0.54
33204,0.11,0.52
33205,0.03,0.13
33206,0.25,0.78
33207,0.05,0.22
33208,0.31,0.69
33209,0.03,0.23
33210,0.17,0.71
33211,0.11,0.28
33212,0.04,0.14
33213,0.29,0.56
33214,0.03,0.07
33215,0.03,0.09
33216,0.11,0.14
33217,0.14,0.68
33218,0.09,0.85
33219,0.16,0.34
33220,0.17,0.53
33221,0.43,0.6
33222,0.53,0.84
33223,0.47,0.63
33224,0.22,0.52
33225,0.44,0.69
33226,0.02,0.12
33227,0.03,0.1
33228,0.49,0.45
33229,0.1,0.8
33230,0.02,0.04
33231,0.09,0.17
33232,0.02,0.13
33233,0.21,0.28
33234,0.42,0.6
33235,0.09,0.47
33236,0.35,0.19
33237,0.08,0.18
33238,0.02,0.11
33239,0.17,0.47
33240,0.34,0.52
33241,0.29,0.54
33242,0.11,0.73
33243,0.63,0.84
33244,0.66,0.89
33245,0.27,0.44
33246,0.85,0.96
33247,0.14,0.17
33248,0.22,0.71
33249,0.03,0.15
33250,0.17,0.43
33251,0.03,0.1
33252,0.58,0.68
33253,0.62,0.94
33254,0.08,0.67
33255,0.1,0.81
33256,0.14,0.11
33257,0.06,0.09
33258,0.13,0.24
33259,0.3,0.49
33260,0.42,0.45
33261,0.23,0.66
33262,0.73,0.98
33263,0.01,0.05
33264,0.14,0.88
33265,0.23,0.58
33266,0.15,0.08
33267,0.14,0.53
33268,0.32,0.54
33269,0.1,0.87
33270,0.08,0.38
33271,0.25,0.66
33272,0.3,0.96
33273,0.23,0.89
33274,0.01,0.23
33275,0.6,0.89
33276,0.32,0.58
33277,0.06,0.37
33278,0.05,0.09
33279,0.42,0.64
33280,0.59,0.89
33281,0.04,0.11
33282,0.17,0.55
33283,0.25,0.9
33284,0.03,0.22
33285,0.45,0.57
33286,0.05,0.72
33287,0.41,0.79
33288,0.09,0.2
33289,0.23,0.34
33290,0.35,0.88
33291,0.05,0.12
33292,0.26,0.44
33293,0.19,0.42
33294,0.12,0.15
33295,0.31,0.31
33296,0.24,0.59
33297,0.27,0.36
33298,0.1,0.03
33299,0.31,0.47
33300,0.34,0.84
33301,0.17,0.81
33302,0.13,0.52
33303,0.67,0.87
33304,0.06,0.41
33305,0.18,0.25
33306,0.04,0.08
33307,0.17,0.15
33308,0.08,0.33
33309,0.19,0.42
33310,0.18,0.22
33311,0.08,0.52
33312,0.07,0.08
33313,0.24,0.49
33314,0.12,0.33
33315,0.06,0.19
33316,0.16,0.24
33317,0.06,0.32
33318,0.1,0.66
33319,0.11,0.25
33320,0.22,0.34
33321,0.04,0.21
33322,0.21,0.39
33323,0.03,0.23
33324,0.04,0.14
33325,0.1,0.18
33326,0.26,0.37
33327,0.09,0.05
33328,0.21,0.46
33329,0.04,0.17
33330,0.2,0.65
33331,0.32,0.55
33332,0.22,0.43
33333,0.05,0.07
33334,0.01,0.23
33335,0.46,0.64
33336,0.14,0.69
33337,0.11,0.63
33338,0.02,0.17
33339,0.03,0.12
33340,0.24,0.31
33341,0.08,0.19
33342,0.59,0.69
33343,0.17,0.88
33344,0.42,0.53
33345,0.16,0.23
33346,0.12,0.75
33347,0.59,0.64
33348,0.28,0.53
33349,0.18,0.29
33350,0.25,0.56
33351,0.19,0.46
33352,0.16,0.31
33353,0.15,0.17
33354,0.46,0.75
33355,0.71,0.92
33356,0.2,0.37
33357,0.67,0.73
33358,0.29,0.68
33359,0.1,0.89
33360,0.07,0.04
33361,0.47,0.47
33362,0.03,0.11
33363,0.14,0.8
33364,0.12,0.44
33365,0.63,0.73
33366,0.11,0.8
33367,0.22,0.7
33368,0.09,0.39
33369,0.1,0.7
33370,0.12,0.53
33371,0.72,0.86
33372,0.19,0.73
33373,0.19,0.54
33374,0.05,0.1
33375,0.04,0.07
33376,0.04,0.21
33377,0.18,0.59
33378,0.13,0.26
33379,0.33,0.67
33380,0.45,0.57
33381,0.37,0.55
33382,0.29,0.32
33383,0.06,0.32
33384,0.21,0.72
33385,0.18,0.49
33386,0.06,0.14
33387,0.03,0.1
33388,0.14,0.57
33389,0.07,0.8
33390,0.13,0.91
33391,0.39,0.43
33392,0.63,0.82
33393,0.18,0.59
33394,0.09,0.24
33395,0.28,0.34
33396,0.19,0.1
33397,0.09,0.1
33398,0.38,0.22
33399,0.2,0.49
33400,0.27,0.77
33401,0.08,0.14
33402,0.63,0.75
33403,0.07,0.15
33404,0.03,0.02
33405,0.3,0.61
33406,0.24,0.61
33407,0.6,0.6
33408,0.11,0.17
33409,0.09,0.29
33410,0.05,0.31
33411,0.04,0.1
33412,0.51,0.78
33413,0.16,0.39
33414,0.19,0.8
33415,0.4,0.72
33416,0.02,0.14
33417,0.37,0.59
33418,0.06,0.07
33419,0.63,0.76
33420,0.21,0.32
33421,0.08,0.93
33422,0.17,0.97
33423,0.03,0.08
33424,0.05,0.22
33425,0.07,0.15
33426,0.11,0.32
33427,0.2,0.49
33428,0.07,0.17
33429,0.09,0.71
33430,0.52,0.51
33431,0.44,0.81
33432,0.26,0.57
33433,0.94,0.92
33434,0.08,0.94
33435,0.46,0.66
33436,0.18,0.26
33437,0.23,0.6
33438,0.14,0.31
33439,0.07,0.18
33440,0.15,0.48
33441,0.14,0.51
33442,0.07,0.74
33443,0.11,0.09
33444,0.14,0.41
33445,0.09,0.17
33446,0.54,0.73
33447,0.12,0.67
33448,0.08,0.91
33449,0.05,0.22
33450,0.04,0.28
33451,0.09,0.33
33452,0.28,0.82
33453,0.47,0.37
33454,0.72,0.94
33455,0.17,0.97
33456,0.1,0.48
33457,0.1,0.56
33458,0.4,0.52
33459,0.18,0.39
33460,0.02,0.16
33461,0.13,0.87
33462,0.41,0.54
33463,0.04,0.2
33464,0.05,0.5
33465,0.24,0.73
33466,0.27,0.38
33467,0.68,0.72
33468,0.14,0.58
33469,0.14,0.8
33470,0.04,0.09
33471,0.04,0.11
33472,0.48,0.73
33473,0.41,0.87
33474,0.08,0.46
33475,0.2,0.19
33476,0.05,0.28
33477,0.27,0.35
33478,0.11,0.47
33479,0.29,0.73
33480,0.06,0.1
33481,0.34,0.98
33482,0.15,0.21
33483,0.03,0.17
33484,0.02,0.1
33485,0.09,0.2
33486,0.35,0.54
33487,0.11,0.34
33488,0.34,0.67
33489,0.34,0.41
33490,0.23,0.72
33491,0.13,0.51
33492,0.06,0.44
33493,0.28,0.76
33494,0.82,0.94
33495,0.2,0.35
33496,0.19,0.64
33497,0.16,0.51
33498,0.08,0.16
33499,0.13,0.66
33500,0.18,0.42
33501,0.01,0.05
33502,0.02,0.15
33503,0.16,0.18
33504,0.02,0.04
33505,0.24,0.44
33506,0.18,0.2
33507,0.18,0.33
33508,0.11,0.44
33509,0.2,0.42
33510,0.43,0.66
33511,0.63,0.77
33512,0.14,0.86
33513,0.06,0.43
33514,0.12,0.84
33515,0.22,0.8
33516,0.06,0.33
33517,0.18,0.74
33518,0.05,0.59
33519,0.28,0.39
33520,0.07,0.58
33521,0.21,0.19
33522,0.16,0.28
33523,0.08,0.14
33524,0.17,0.37
33525,0.04,0.16
33526,0.21,0.62
33527,0.64,0.9
33528,0.15,0.61
33529,0.53,0.7
33530,0.2,0.4
33531,0.16,0.17
33532,0.07,0.18
33533,0.05,0.13
33534,0.06,0.1
33535,0.12,0.21
33536,0.17,0.7
33537,0.15,0.53
33538,0.19,0.19
33539,0.09,0.22
33540,0.02,0.28
33541,0.24,0.36
33542,0.13,0.2
33543,0.18,0.27
33544,0.08,0.16
33545,0.29,0.5
33546,0.18,0.92
33547,0.1,0.44
33548,0.12,0.25
33549,0.03,0.11
33550,0.04,0.62
33551,0.09,0.77
33552,0.25,0.59
33553,0.07,0.17
33554,0.08,0.4
33555,0.19,0.45
33556,0.08,0.75
33557,0.45,0.82
33558,0.09,0.19
33559,0.06,0.57
33560,0.03,0.55
33561,0.12,0.33
33562,0.21,0.61
33563,0.06,0.21
33564,0.16,0.64
33565,0.12,0.36
33566,0.22,0.56
33567,0.03,0.2
33568,0.17,0.13
33569,0.18,0.35
33570,0.63,0.82
33571,0.25,0.35
33572,0.13,0.49
33573,0.05,0.09
33574,0.18,0.22
33575,0.16,0.58
33576,0.47,0.63
33577,0.21,0.35
33578,0.09,0.17
33579,0.08,0.42
33580,0.08,0.53
33581,0.2,0.73
33582,0.47,0.69
33583,0.3,0.41
33584,0.54,0.83
33585,0.64,0.78
33586,0.13,0.13
33587,0.01,0.41
33588,0.06,0.15
33589,0.06,0.25
33590,0.12,0.27
33591,0.19,0.39
33592,0.08,0.15
33593,0.31,0.32
33594,0.17,0.22
33595,0.3,0.51
33596,0.07,0.67
33597,0.53,0.64
33598,0.7,0.92
33599,0.08,0.75
33600,0.02,0.12
33601,0.45,0.55
33602,0.27,0.48
33603,0.1,0.65
33604,0.54,0.77
33605,0.12,0.21
33606,0.52,0.63
33607,0.69,0.91
33608,0.15,0.44
33609,0.26,0.67
33610,0.1,0.81
33611,0.35,0.3
33612,0.27,0.65
33613,0.45,0.45
33614,0.47,0.48
33615,0.23,0.39
33616,0.5,0.78
33617,0.04,0.1
33618,0.13,0.78
33619,0.09,0.47
33620,0.07,0.11
33621,0.18,0.59
33622,0.57,0.87
33623,0.11,0.5
33624,0.07,0.19
33625,0.12,0.54
33626,0.36,0.53
33627,0.19,0.47
33628,0.07,0.88
33629,0.14,0.25
33630,0.1,0.8
33631,0.23,0.53
33632,0.1,0.27
33633,0.05,0.08
33634,0.14,0.18
33635,0.5,0.64
33636,0.15,0.7
33637,0.33,0.81
33638,0.09,0.53
33639,0.09,0.88
33640,0.45,0.71
33641,0.23,0.31
33642,0.13,0.14
33643,0.13,0.18
33644,0.55,0.65
33645,0.31,0.81
33646,0.03,0.17
33647,0.27,0.49
33648,0.48,0.93
33649,0.13,0.09
33650,0.49,0.28
33651,0.1,0.61
33652,0.04,0.11
33653,0.05,0.14
33654,0.11,0.61
33655,0.13,0.13
33656,0.07,0.08
33657,0.07,0.13
33658,0.68,0.94
33659,0.18,0.2
33660,0.3,0.72
33661,0.25,0.77
33662,0.66,0.8
33663,0.08,0.1
33664,0.14,0.25
33665,0.31,0.91
33666,0.07,0.2
33667,0.01,0.55
33668,0.56,0.83
33669,0.31,0.52
33670,0.12,0.4
33671,0.09,0.95
33672,0.41,0.74
33673,0.03,0.16
33674,0.07,0.56
33675,0.06,0.92
33676,0.34,0.47
